0.000000, -0.972395, 45.331443
0.000000, -0.934699, 45.331443
0.000000, -0.917634, 45.331443
0.000000, -0.812229, 45.331443
0.000000, -0.628888, 45.331443
0.000000, -0.154438, 45.331443
0.000000, 0.071514, 46.142764
0.000000, 0.211703, 46.142764
0.000000, 0.297845, 46.142764
0.000000, 0.338299, 46.142764
0.000000, 0.341878, 46.142764
0.000000, 0.382643, 45.331443
0.000000, 0.394918, 46.142764
0.000000, 0.460848, 46.142764
0.000000, 0.544107, 46.142764
0.000000, 0.545283, 46.142764
0.000000, 0.887929, 45.331443
1.000000, -0.910607, 45.331443
1.000000, -0.414269, 45.331443
1.000000, -0.075803, 45.331443
1.000000, 0.510294, 45.331443
1.000000, 0.520124, 45.331443
1.000000, 0.669268, 45.331443
1.000000, 0.707782, 45.331443
1.000000, 0.958179, 45.331443
2.000000, -0.588951, 45.331443
2.000000, -0.417533, 45.331443
2.000000, 0.374128, 45.331443
2.000000, 0.889740, 45.331443
3.000000, -0.836622, 45.331443
3.000000, -0.293252, 45.331443
3.000000, -0.228639, 45.331443
3.000000, -0.187710, 45.331443
3.000000, -0.118212, 45.331443
3.000000, 0.170878, 45.331443
3.000000, 0.357717, 45.331443
3.000000, 0.388525, 45.331443
3.000000, 0.976727, 45.331443
4.000000, -0.770492, 45.331443
4.000000, -0.732439, 45.331443
4.000000, -0.358637, 45.331443
4.000000, 0.133772, 45.331443
4.000000, 0.535350, 45.331443
4.000000, 0.644992, 45.331443
4.000000, 0.766135, 45.331443
4.000000, 0.827568, 45.331443
5.000000, -0.752162, 45.331443
5.000000, -0.600104, 45.331443
5.000000, -0.409942, 45.331443
5.000000, 0.491564, 45.331443
6.000000, -0.637463, 45.331443
6.000000, -0.457226, 45.331443
6.000000, -0.112397, 45.331443
6.000000, 0.035382, 45.331443
6.000000, 0.229122, 45.331443
6.000000, 0.373460, 45.331443
6.000000, 0.638433, 45.331443
7.000000, -0.758084, 45.331443
7.000000, -0.376359, 45.331443
7.000000, -0.231464, 45.331443
7.000000, -0.210824, 45.331443
7.000000, 0.074652, 45.331443
7.000000, 0.140177, 45.331443
7.000000, 0.331059, 45.331443
7.000000, 0.672271, 45.331443
8.000000, -0.751101, 45.331443
8.000000, -0.721831, 45.331443
8.000000, -0.551952, 45.331443
8.000000, -0.522682, 45.331443
8.000000, -0.065200, 45.331443
8.000000, 0.077578, 45.331443
8.000000, 0.161141, 45.331443
8.000000, 0.199880, 45.331443
9.000000, -0.772083, 45.331443
9.000000, -0.424138, 45.331443
9.000000, 0.205728, 45.331443
9.000000, 0.383101, 45.331443
9.000000, 0.515928, 45.331443
9.000000, 0.657838, 45.331443
9.000000, 0.725765, 45.331443
10.000000, -0.756663, 45.331443
10.000000, -0.650001, 45.331443
10.000000, -0.566665, 45.331443
10.000000, -0.389614, 45.331443
